POINT_ID,FROM_DATE,TO_DATE,POINT_LON,POINT_LAT,POINT_ELEVATION,POINT_BALANCE
B1,2012-03-07,2012-04-02,-72.027,-39.932,2392,-0.69
B1,2012-02-10,2012-03-07,-72.027,-39.932,2392,-0.66
B1,2013-03-22,2013-04-28,-72.027,-39.932,2392,-0.59
B10,2012-12-08,2013-01-03,-72.008,-39.949,1881,-0.24
B10,2013-01-03,2013-02-05,-72.008,-39.949,1881,-1.68
B10,2013-02-05,2013-03-02,-72.008,-39.949,1881,-1.53
B10,2013-03-02,2013-03-22,-72.008,-39.949,1881,-0.41
B10,2013-03-22,2013-04-28,-72.008,-39.949,1881,-1.55
B11,2012-12-08,2013-01-03,-72.001,-39.945,1811,-0.29
B11,2013-03-02,2013-03-22,-72.001,-39.945,1811,-0.73
B11,2013-03-22,2013-04-28,-72.001,-39.945,1811,-1.4
B12,2012-12-08,2013-01-03,-72.011,-39.952,1817,-0.31
B12,2013-01-03,2013-02-05,-72.011,-39.952,1817,-2.07
B12,2013-02-05,2013-03-02,-72.011,-39.952,1817,-2.11
B12,2013-03-22,2013-04-28,-72.011,-39.952,1817,-1.13
B13,2012-12-08,2013-01-03,-72.019,-39.951,1917,-0.19
B13,2013-02-05,2013-03-02,-72.019,-39.951,1917,-0.92
B13,2013-03-02,2013-03-22,-72.019,-39.951,1917,-0.57
B13,2013-03-22,2013-04-28,-72.019,-39.951,1917,-1.04
B14,2012-12-08,2013-01-03,-72.015,-39.947,1919,0.11
B14,2013-01-03,2013-02-05,-72.015,-39.947,1919,-1.53
B14,2013-02-05,2013-03-02,-72.015,-39.947,1919,-1.07
B14,2013-03-02,2013-03-22,-72.015,-39.947,1919,-0.39
B14,2013-03-22,2013-04-28,-72.015,-39.947,1919,-1.15
B15,2012-12-08,2013-01-03,-72.009,-39.942,1918,-0.19
B15,2013-03-02,2013-03-22,-72.009,-39.942,1918,-0.41
B9,2013-03-22,2013-04-28,-71.997,-39.946,1687,-1.33
B9,2013-03-02,2013-03-22,-71.997,-39.946,1687,-0.68
B9,2012-12-08,2013-01-03,-71.997,-39.946,1687,-2.07
B8,2013-03-22,2013-04-28,-72.004,-39.945,1887,-1.23
B8,2013-03-02,2013-03-22,-72.004,-39.945,1887,-0.49
B8,2012-12-08,2013-01-03,-72.004,-39.945,1887,-0.41
B2,2012-12-08,2013-01-03,-72.028,-39.931,2392,0.22
B19,2013-03-22,2013-04-28,-72.03,-39.942,2022,-0.34
B19,2013-03-02,2013-03-22,-72.03,-39.942,2022,-0.12
B19,2013-02-05,2013-03-02,-72.03,-39.942,2022,-0.31
B19,2012-12-08,2013-01-03,-72.03,-39.942,2022,0.09
B18,2013-03-22,2013-04-28,-72.019,-39.943,1982,-0.95
B18,2013-03-02,2013-03-22,-72.019,-39.943,1982,-0.54
B18,2012-12-08,2013-01-03,-72.019,-39.943,1982,0.08
B17,2013-03-22,2013-04-28,-72.014,-39.936,2032,-0.74
B17,2013-03-02,2013-03-22,-72.014,-39.936,2032,-0.54
B17,2012-12-08,2013-01-03,-72.014,-39.936,2032,0.26
B15,2013-03-22,2013-04-28,-72.009,-39.942,1918,-0.66
B1,2012-12-08,2013-01-03,-72.027,-39.932,2392,0.15
B1,2013-03-02,2013-03-22,-72.027,-39.932,2392,-0.16
B13,2015-05-14,2016-04-29,-72.019,-39.951,1917,-2.18
B8,2015-05-14,2016-04-29,-72.004,-39.945,1887,-3.48
B2,2015-05-14,2016-04-29,-72.028,-39.931,2392,0.11
B19,2015-05-14,2016-04-29,-72.03,-39.942,2022,0.01
B14,2015-05-14,2016-04-29,-72.015,-39.947,1919,-1.35
B15,2015-05-14,2016-04-29,-72.009,-39.942,1918,-2.1
B17,2015-05-14,2016-04-29,-72.014,-39.936,2032,-0.5
B1,2015-05-14,2016-04-29,-72.027,-39.932,2392,-0.15
B18,2015-05-14,2016-04-29,-72.019,-39.943,1982,-0.28
B10,2015-05-14,2016-04-29,-72.008,-39.949,1881,-2.49
B11,2015-05-14,2016-04-29,-72.001,-39.945,1811,-2.82
B12,2015-05-14,2016-04-29,-72.011,-39.952,1817,-4.7
B1,2016-04-29,2017-04-12,-72.027,-39.932,2392,-0.64
B8,2016-04-29,2017-04-12,-72.004,-39.945,1887,-4.13
B2,2016-04-29,2017-04-12,-72.028,-39.931,2392,0.08
B19,2016-04-29,2017-04-12,-72.03,-39.942,2022,-0.86
B18,2016-04-29,2017-04-12,-72.019,-39.943,1982,-1.85
B17,2016-04-29,2017-04-12,-72.014,-39.936,2032,-1.63
B15,2016-04-29,2017-04-12,-72.009,-39.942,1918,-3.45
B14,2016-04-29,2017-04-12,-72.015,-39.947,1919,-1.82
B13,2016-04-29,2017-04-12,-72.019,-39.951,1917,-3.85
B12,2016-04-29,2017-04-12,-72.011,-39.952,1817,-6.33
B11,2016-04-29,2017-04-12,-72.001,-39.945,1811,-4.03
B10,2016-04-29,2017-04-12,-72.008,-39.949,1881,-4.97
B1,2017-04-12,2018-05-03,-72.027,-39.932,2392,0.27
B8,2017-04-12,2018-05-03,-72.004,-39.945,1887,-2
B2,2017-04-12,2018-05-03,-72.028,-39.931,2392,0.45
B19,2017-04-12,2018-05-03,-72.03,-39.942,2022,1.2
B18,2017-04-12,2018-05-03,-72.019,-39.943,1982,-0.12
B17,2017-04-12,2018-05-03,-72.014,-39.936,2032,0.41
B15,2017-04-12,2018-05-03,-72.009,-39.942,1918,-0.97
B14,2017-04-12,2018-05-03,-72.015,-39.947,1919,0.59
B13,2017-04-12,2018-05-03,-72.019,-39.951,1917,-1.28
B12,2017-04-12,2018-05-03,-72.011,-39.952,1817,-2.45
B11,2017-04-12,2018-05-03,-72.001,-39.945,1811,-1.79
B10,2017-04-12,2018-05-03,-72.008,-39.949,1881,-1.78
B1,2018-05-03,2019-05-05,-72.027,-39.932,2392,0.02
B8,2018-05-03,2019-05-05,-72.004,-39.945,1887,-0.62
B2,2018-05-03,2019-05-05,-72.028,-39.931,2392,0.34
B19,2018-05-03,2019-05-05,-72.03,-39.942,2022,0.52
B18,2018-05-03,2019-05-05,-72.019,-39.943,1982,0.3
B17,2018-05-03,2019-05-05,-72.014,-39.936,2032,0.26
B15,2018-05-03,2019-05-05,-72.009,-39.942,1918,-0.45
B14,2018-05-03,2019-05-05,-72.015,-39.947,1919,0.31
B13,2018-05-03,2019-05-05,-72.019,-39.951,1917,-0.45
B12,2018-05-03,2019-05-05,-72.011,-39.952,1817,-0.61
B11,2018-05-03,2019-05-05,-72.001,-39.945,1811,-0.53
B10,2018-05-03,2019-05-05,-72.008,-39.949,1881,-0.31
B8,2021-01-04,2021-04-24,-72.004,-39.945,1887,-4.39
B10,2021-01-04,2021-04-24,-72.008,-39.949,1881,-4.53
B11,2021-01-04,2021-04-24,-72.001,-39.945,1811,-4.65
B12,2021-01-04,2021-04-24,-72.011,-39.952,1817,-6.24
B13,2021-01-04,2021-04-24,-72.019,-39.951,1917,-3.62
B14,2021-01-04,2021-04-24,-72.015,-39.947,1919,-3.08
B15,2021-01-04,2021-04-24,-72.009,-39.942,1918,-3.18
B17,2021-01-04,2021-04-24,-72.014,-39.936,2032,-3.6
B18,2021-01-04,2021-04-24,-72.019,-39.943,1982,-4
B19,2021-01-04,2021-04-24,-72.03,-39.942,2022,-3.3
B8,2021-11-15,2022-04-15,-72.004,-39.945,1887,-6.84
B10,2021-11-15,2022-04-15,-72.008,-39.949,1881,-7.71
B12,2021-11-15,2022-04-15,-72.011,-39.952,1817,-8.8
B14,2021-11-15,2022-04-15,-72.015,-39.947,1919,-5.54
B15,2021-11-15,2022-04-15,-72.009,-39.942,1918,-5.62
B18,2021-11-15,2022-04-15,-72.019,-39.943,1982,-5.62
B19,2021-11-15,2022-04-15,-72.03,-39.942,2022,-3.83
B12,2022-11-26,2023-04-15,-72.011,-39.952,1817,-10.13
B15,2022-11-26,2023-04-15,-72.009,-39.942,1918,-6.82
B19,2022-11-26,2023-04-15,-72.03,-39.942,2022,-5.04
B11,2023-10-20,2024-03-01,-72.001,-39.945,1811,-3.19
B12,2023-10-20,2024-03-01,-72.011,-39.953,1764,-6.27
B14,2023-10-20,2024-03-01,-72.016,-39.947,1913,-2.6
B18,2023-10-20,2024-03-01,-72.019,-39.943,1977,-2.59
B19,2023-10-20,2024-03-01,-72.03,-39.942,2023,-2.25
1,2013-09-01,2014-04-01,-70.12961259,-33.57630346,3850.338,-2.925
2,2013-09-01,2014-04-01,-70.13017634,-33.57677985,3824.771,-8.778
3,2013-09-01,2014-04-01,-70.13242481,-33.57697086,3802.967,-4.8
4,2013-09-01,2014-04-01,-70.13148002,-33.57740766,3786.349,-5.72
5,2013-09-01,2014-04-01,-70.13173303,-33.57826136,3761.444,-4.396
6,2013-09-01,2014-04-01,-70.13246143,-33.57830448,3762.781,-5.675
7,2013-09-01,2014-04-01,-70.1343336,-33.58006845,3746.797,-11.627
8,2013-09-01,2014-04-01,-70.13378036,-33.580354,3728.489,-7.148
9,2013-09-01,2014-04-01,-70.13340026,-33.58068438,3716.506,-10.028
10,2013-09-01,2014-04-01,-70.13454529,-33.58090362,3719.868,-7.668
11,2013-09-01,2014-04-01,-70.13607858,-33.58126012,3756.149,-10.129
12,2013-09-01,2014-04-01,-70.13512823,-33.58165747,3714.397,-9.979
13,2013-09-01,2014-04-01,-70.13446247,-33.58201101,3696.262,-8.228
14,2013-09-01,2014-04-01,-70.13674553,-33.58202485,3750.329,-8.589
15,2013-09-01,2014-04-01,-70.13556409,-33.58239343,3714.406,-7.795
16,2013-09-01,2014-04-01,-70.13481311,-33.5830813,3688.935,-6.69
17,2013-09-01,2014-04-01,-70.13384034,-33.58403191,3658.863,-6.699
1,2014-04-01,2015-03-31,-70.12969442,-33.57634006,3844.041,-5.855
3,2014-04-01,2015-03-31,-70.13246094,-33.57699702,3799.622,-7.209
4,2014-04-01,2015-03-31,-70.13152342,-33.57747185,3780.967,-5.78
6,2014-04-01,2015-03-31,-70.13243398,-33.5782894,3760.769,-6.586
7,2014-04-01,2015-03-31,-70.13438853,-33.57995667,3750.048,-6.416
8,2014-04-01,2015-03-31,-70.13376953,-33.58028469,3726.306,-6.661
9,2014-04-01,2015-03-31,-70.13344972,-33.58068391,3713.174,-6.895
11,2014-04-01,2015-03-31,-70.13447024,-33.58194076,3693.738,-7.11
12,2014-04-01,2015-03-31,-70.13515392,-33.58160364,3711.623,-8.148
13,2014-04-01,2015-03-31,-70.13610758,-33.58119637,3757.46,-7.931
14,2014-04-01,2015-03-31,-70.13680031,-33.58198404,3750.852,-8.13
15,2014-04-01,2015-03-31,-70.13556614,-33.58245886,3709.684,-8.425
16,2014-04-01,2015-03-31,-70.13484106,-33.58313039,3684.823,-7.177
1,2015-09-15,2016-03-22,-70.12966934,-33.57632516,3845.052,-4.924
3,2015-09-15,2016-03-22,-70.13242123,-33.576961,3801.451,-5.703
4,2015-09-15,2016-03-22,-70.13151188,-33.57746747,3779.991,-4.738
6,2015-09-15,2016-03-22,-70.13241915,-33.57827479,3761.41,-5.799
7,2015-09-15,2016-03-22,-70.13434388,-33.57994071,3748.157,-7.15
8,2015-09-15,2016-03-22,-70.13384944,-33.5802007,3729.626,-6.872
9,2015-11-15,2016-03-22,-70.13351517,-33.58062453,3715.67,-5.455
11,2015-11-15,2016-03-22,-70.13449106,-33.58191968,3694.051,-5.875
12,2015-11-15,2016-03-22,-70.13521665,-33.58162857,3712.959,-6.664
15,2015-11-15,2016-03-22,-70.13555084,-33.58245319,3708.936,-6.536
16,2015-11-15,2016-03-22,-70.13486082,-33.5831684,3683.181,-5.662
1,2016-10-28,2017-03-28,-70.12966939,-33.57632472,3844.785,-5.329
4,2016-10-28,2017-03-28,-70.13151291,-33.57749821,3778.304,-5.005
6,2016-10-28,2017-03-28,-70.13240392,-33.57830318,3759.404,-5.671
8,2016-10-28,2017-03-28,-70.13375291,-33.58030357,3725.449,-7.075
12,2016-10-28,2017-03-28,-70.13513193,-33.58156504,3710.377,-7.141
16,2016-10-28,2017-03-28,-70.13487325,-33.58311312,3682.916,-6.563
1,2017-09-26,2018-01-31,-70.12966909,-33.57631245,3849.383,-4.95
4,2017-09-26,2018-01-31,-70.13153028,-33.57749919,3781.053,-3.53
8,2017-09-26,2018-01-31,-70.13375133,-33.58031872,3728.167,-4.33
5,2018-03-22,2019-03-29,-70.132,-33.578,3775.613,-2.32
8,2018-03-22,2019-03-29,-70.134,-33.58,3715.798,-3.01
13,2018-03-22,2019-03-29,-70.135,-33.582,3696.878,-3.55
3,2018-04-18,2019-03-29,-70.132,-33.578,3774.445,-5.751
4,2018-04-18,2019-03-29,-70.132,-33.577,3775.867,-5.085
6,2018-04-18,2019-03-29,-70.132,-33.578,3760.148,-5.824
8,2018-04-18,2019-03-29,-70.134,-33.58,3716.302,-6.801
13,2018-04-18,2019-03-29,-70.135,-33.582,3697.681,-7.742
16,2018-04-18,2019-03-29,-70.135,-33.583,3682.577,-4.823
L1.75,2016-02-02,2016-02-05,-73.181,-46.527,203,-0.16
L2,2016-02-02,2016-02-05,-73.179,-46.523,193,-0.19
L2.25,2016-02-02,2016-02-05,-73.178,-46.519,198,-0.29
T4,2016-02-02,2016-02-05,-73.19,-46.531,220,-0.26
T5,2016-02-02,2016-02-05,-73.183,-46.532,216,-0.04
T7,2016-02-02,2016-02-05,-73.187,-46.517,198,-0.28
T8,2016-02-02,2016-02-05,-73.178,-46.517,198,-0.28
T9,2016-02-02,2016-02-05,-73.17,-46.517,193,-0.2
1,2018-12-12,2019-04-17,-73.173,-46.51,177,-9.79
2,2018-12-12,2019-04-17,-73.177,-46.51,187,-3.33
4,2018-12-12,2019-04-17,-73.174,-46.518,175,-6.57
5,2018-12-12,2019-04-17,-73.17,-46.519,187,-7.97
1,2019-04-18,2019-12-06,-73.173,-46.51,177,-8.53
2,2019-04-18,2019-12-06,-73.177,-46.51,187,-10.8
3,2019-04-18,2019-12-06,-73.175,-46.513,182,-8.06
4,2019-04-18,2019-12-06,-73.174,-46.518,175,-6.55
5,2019-04-18,2019-12-06,-73.17,-46.519,187,-8.1
1,2020-05-28,2020-11-16,-73.173,-46.51,177,-4.86
2,2020-05-28,2020-11-16,-73.177,-46.51,187,-2.7
3,2020-05-28,2020-11-16,-73.175,-46.513,182,-2.97
4,2020-05-28,2020-11-16,-73.174,-46.518,175,-4.32
5,2020-05-28,2020-11-16,-73.17,-46.519,187,-3.17
1,2020-11-16,2021-03-04,-73.173,-46.51,178,-10.8
2,2020-11-16,2021-03-04,-73.177,-46.509,190,-1.8
3,2020-11-16,2021-03-04,-73.175,-46.513,187,-10.62
4,2020-11-16,2021-03-04,-73.174,-46.518,175,-7.29
5,2020-11-16,2021-03-04,-73.169,-46.519,186,-10.8
1,2021-08-04,2021-12-15,-73.173,-46.51,184,-5.9
2,2021-08-04,2021-12-15,-73.177,-46.509,195,-6.57
3,2021-08-04,2021-12-15,-73.175,-46.513,187,-5.58
4,2021-08-04,2021-12-15,-73.174,-46.518,175,-5.49
5,2021-08-04,2021-12-15,-73.169,-46.519,182,-5.82
t1,2002-03-01,2003-11-01,-73.301816,-51.126745,563.05,-4.25
t2,2002-03-01,2003-11-01,-73.307231,-51.12824,608,-3
t4,2002-03-01,2003-11-01,-73.317856,-51.132448,634.76,-1.94
t5,2002-03-01,2003-11-01,-73.322648,-51.134481,635.55,-2.25
t6,2002-03-01,2003-11-01,-73.327963,-51.136712,634.51,-1.69
t2-tyndall-dga,2013-04-08,2013-05-10,-73.306795,-51.128876,606,-0.68
t3-tyndall-dga,2013-04-08,2013-05-10,-73.311684,-51.139665,602,-0.68
t4-tyndall-dga,2013-04-08,2013-05-10,-73.316398,-51.132306,629,-0.68
t5-tyndall-dga,2013-04-08,2013-05-10,-73.321217,-51.124954,645,-0.77
t6-tyndall-dga,2013-04-08,2013-05-10,-73.325341,-51.135626,631,-0.71
t7-tyndall-dga,2013-04-08,2013-05-10,-73.330039,-51.137282,631,-0.8
t8-tyndall-dga,2013-04-08,2013-05-10,-73.334839,-51.138939,634,-0.77
t9-tyndall-dga,2013-04-08,2013-05-10,-73.339629,-51.140568,630,-1.13
t10-tyndall-dga,2013-04-08,2013-05-10,-73.344247,-51.142366,626,-1.17
t11-tyndall-dga,2013-04-08,2013-05-10,-73.348797,-51.144539,618,-0.83
t12-tyndall-dga,2013-04-08,2013-05-10,-73.353779,-51.145435,623,-0.68
t13-tyndall-dga,2013-04-08,2013-05-10,-73.357743,-51.148041,627,-0.88
bo2-tyndall-dga,2012-11-17,2013-05-10,-73.308922,-51.128916,611,-6.21
bo3-tyndall-dga,2012-11-17,2013-05-10,-73.314535,-51.130253,627,-6.05
bo4-tyndall-dga,2012-11-17,2013-05-10,-73.320059,-51.132025,633,-5.91
bo5-tyndall-dga,2012-11-17,2013-05-10,-73.325062,-51.13428,633,-5.99
bo6-tyndall-dga,2012-11-17,2013-05-10,-73.331082,-51.135971,634,-5
bo7-tyndall-dga,2012-11-17,2013-05-10,-73.336409,-51.137345,640,-7.04
bo8-tyndall-dga,2012-11-17,2013-05-10,-73.342727,-51.138585,637,-5.46
bo9-tyndall-dga,2012-11-17,2013-05-10,-73.349419,-51.140126,632,-5.23
bo10-tyndall-dga,2012-11-17,2013-05-10,-73.356864,-51.141634,637,-5.36
l1-exploradores-dga,2013-04-15,2013-05-15,-73.183194,-46.540207,234,-1.08
l2-exploradores-dga,2013-04-15,2013-05-15,-73.178794,-46.522558,200,-1.08
l3-exploradores-dga,2013-04-15,2013-05-15,-73.177005,-46.510656,175,-1.23
t1-exploradores-dga,2013-04-15,2013-05-15,-73.192426,-46.551788,277,-1.04
t2-exploradores-dga,2013-04-15,2013-05-15,-73.183298,-46.551878,284,-0.99
t3-exploradores-dga,2013-04-15,2013-05-15,-73.176125,-46.552156,273,-1.33
t4-exploradores-dga,2013-04-15,2013-05-15,-73.189848,-46.531325,211,-1.32
t5-exploradores-dga,2013-04-15,2013-05-15,-73.182738,-46.531918,207,-1.08
t6-exploradores-dga,2013-04-15,2013-05-15,-73.177801,-46.532275,189,-1.22
t7-exploradores-dga,2013-04-15,2013-05-15,-73.186442,-46.516707,185,-1.29
t8-exploradores-dga,2013-04-15,2013-05-15,-73.177611,-46.516481,191,-1.27
t9-exploradores-dga,2013-04-15,2013-05-15,-73.169541,-46.516618,182,-1.37
st1-peritomoreno,2002-12-17,2003-01-17,-73.0596028,-50.48905,230,-2.2365
st1-peritomoreno,2003-01-17,2003-02-17,-73.0596028,-50.48905,230,-2.2446
st1-peritomoreno,2003-02-17,2003-03-17,-73.0596028,-50.48905,230,-1.7703
st1-peritomoreno,2003-03-17,2003-04-17,-73.0596028,-50.48905,230,-0.9711
st1-peritomoreno,2003-04-17,2003-05-18,-73.0596028,-50.48905,230,-0.6048
st1-peritomoreno,2003-05-18,2003-09-18,-73.0596028,-50.48905,230,-1.6497
st1-peritomoreno,2003-09-18,2003-10-18,-73.0596028,-50.48905,230,-0.9315
st1-peritomoreno,2003-10-18,2003-11-18,-73.0596028,-50.48905,230,-1.8603
st1-peritomoreno,2003-11-18,2003-12-19,-73.0596028,-50.48905,230,-1.8882
st1-peritomoreno,2003-12-19,2004-01-19,-73.0596028,-50.48905,230,-2.9925
st1-peritomoreno,2004-01-19,2004-02-19,-73.0596028,-50.48905,230,-2.781
st1-peritomoreno,2004-02-19,2004-03-19,-73.0596028,-50.48905,230,-2.9007
st1-peritomoreno,2004-03-19,2004-04-19,-73.0596028,-50.48905,230,-1.215
st1-peritomoreno,2004-04-19,2004-05-20,-73.0596028,-50.48905,230,-0.8073
st1-peritomoreno,2004-05-10,2004-06-13,-73.0596028,-50.48905,230,-0.4212
st1-peritomoreno,2004-06-13,2004-09-14,-73.0596028,-50.48905,230,-0.9378
st1-peritomoreno,2004-09-14,2004-10-14,-73.0596028,-50.48905,230,-1.179
st1-peritomoreno,2004-10-14,2004-11-04,-73.0596028,-50.48905,230,-1.2474
st1-peritomoreno,2004-11-15,2004-12-15,-73.0596028,-50.48905,230,-2.1879
st1-peritomoreno,2004-12-15,2005-01-15,-73.0596028,-50.48905,230,-2.6181
st1-peritomoreno,2005-01-15,2005-02-15,-73.0596028,-50.48905,230,-3.114
st1-peritomoreno,2005-02-15,2005-03-16,-73.0596028,-50.48905,230,-2.277
st1-peritomoreno,2005-03-16,2005-04-16,-73.0596028,-50.48905,230,-1.6335
st1-peritomoreno,2005-04-16,2005-05-17,-73.0596028,-50.48905,230,-1.35
st1-peritomoreno,2005-05-07,2005-06-10,-73.0596028,-50.48905,230,-0.1377
st1-peritomoreno,2005-06-10,2005-07-24,-73.0596028,-50.48905,230,-0.2835
st1-peritomoreno,2005-07-24,2005-08-24,-73.0596028,-50.48905,230,-0.0036
st1-peritomoreno,2005-08-24,2005-09-24,-73.0596028,-50.48905,230,-0.6867
st1-peritomoreno,2005-09-24,2005-10-26,-73.0596028,-50.48905,230,-0.9729
st1-peritomoreno,2005-10-26,2005-11-26,-73.0596028,-50.48905,230,-1.656
st1-peritomoreno,2005-11-26,2005-12-26,-73.0596028,-50.48905,230,-2.025
st1-peritomoreno,2005-12-06,2006-01-06,-73.0596028,-50.48905,230,-2.421
G01,2015-01-23,2015-03-07,-73.21401972,-50.97515611,270,-3.3345
G02,2015-01-23,2015-03-06,-73.21668916,-50.9731588,287,-4.5315
G03,2015-01-24,2015-03-07,-73.22246194,-50.9701533,336,-3.015
G04,2015-01-24,2015-03-07,-73.22913166,-50.96577028,379,-3.051
G05,2015-01-26,2015-03-07,-73.20764194,-50.97250972,287,-3.582
G06,2015-01-26,2015-03-07,-73.204,-50.97311,277,-3.195
G07,2015-01-26,2015-03-07,-73.2097066,-50.97390972,280,-3.006
G08,2015-01-26,2015-03-06,-73.2152588,-50.97738555,263,-3.105
G02A,2015-03-07,2015-09-19,-73.21651785,-50.97235493,287,-3.2805
G03,2015-03-07,2015-09-19,-73.2223235,-50.97016826,336,-3.375
G04,2015-03-07,2015-09-19,-73.22887454,-50.96579187,379,-4.7655
G07,2015-03-07,2015-09-20,-73.20963435,-50.9740802,280,-4.7205
G08A,2015-03-06,2015-09-20,-73.21530673,-50.97746658,263,-4.167
G09,2015-03-09,2015-09-19,-73.21991667,-50.97488889,302,-3.573
G10,2015-03-09,2015-09-19,-73.21686111,-50.97388889,295,-3.546
GSS01,2015-03-10,2015-09-20,-73.27222551,-50.97208799,364,-0.594
GSS02,2015-03-10,2015-09-20,-73.27431027,-50.97142241,370,-2.907
GSS03,2015-03-10,2015-09-20,-73.2735,-50.97146667,371,-2.88
GSS02,2015-09-20,2016-01-29,-73.27431027,-50.97142241,370,-7.209
GSS03,2015-09-20,2016-01-29,-73.2735,-50.97146667,371,-7.875
1-awsfurg,2013-08-26,2014-04-20,-70.87638,-54.40226,154,-7.92
2-awsfurg,2014-04-20,2015-02-04,-70.87666,-54.40241,152,-6.507
1-camera2view,2015-02-04,2015-09-09,-70.874212,-54.403366,150,-0.783
2-camera2view,2015-02-04,2015-09-09,-70.873731,-54.403301,153,-0.774
3-camera2view,2015-09-09,2016-04-09,-70.874212,-54.403366,150,-9.189
4-camera2view,2015-09-09,2016-04-09,-70.873731,-54.403301,153,-10.017
3-awsfurg,2016-04-09,2016-10-07,-70.8735,-54.399027,185,-0.162
4-awsfurg,2016-10-09,2017-03-26,-70.876583,-54.39975,169,-6.075
1-baliza,2016-10-09,2017-03-26,-70.878327,-54.399364,164,-6.39
2-baliza,2016-10-09,2017-03-26,-70.874049,-54.403512,147,-7.722
3-baliza,2016-10-09,2017-03-26,-70.874013,-54.397993,183,-6.75
4-baliza,2016-10-09,2017-03-26,-70.870521,-54.396744,193,-6.264
1-insidecrevasse,2017-03-26,2018-11-20,-70.87208,-54.3966,188,-9.45
5-awsfurg,2017-03-26,2018-11-20,-70.8741,-54.3978361,185,-6.3
6-awsfurg,2017-03-26,2018-11-20,-70.877361,-54.3985,168,-2.7
7-awsfurg,2018-11-20,2019-04-23,-70.87281677,-54.39777813,188,-2.7
8-awsfurg,2018-11-20,2019-04-23,-70.873296,-54.397807,187,-2.7
9-awsfurg,2018-11-20,2019-04-23,-70.868284,-54.398028,203,-4.41
10-awsfurg,2018-11-20,2019-04-23,-70.868005,-54.398675,207,-4.41
11-awsfurg,2018-11-20,2019-04-23,-70.86832,-54.396787,201,-4.5
12-awsfurg,2018-11-20,2019-04-23,-70.867957,-54.398644,207,-4.59
12-awsfurg,2019-04-23,2020-03-13,-70.87256667,-54.39785,188,-6.534
1-northbal,2019-04-23,2020-03-13,-70.86975,-54.396694,197,-6.3
1-southbal,2019-04-23,2020-03-13,-70.869505,-54.39883,202,-6.12
1-centralbal,2019-04-23,2020-03-13,-70.8693,-54.39827,201,-6.867

