POINT_ID,FROM_DATE,TO_DATE,POINT_LON,POINT_LAT,POINT_ELEVATION,POINT_BALANCE,YEAR,RGIId,aspect,slope
B15,20120726,20120824,-72.009,-39.942,1918.0,0.36,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20120625,20120726,-72.009,-39.942,1918.0,0.46,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20120523,20120625,-72.009,-39.942,1918.0,0.39,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20120421,20120523,-72.009,-39.942,1918.0,0.22,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20120402,20120421,-72.009,-39.942,1918.0,-0.31,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20120307,20120402,-72.009,-39.942,1918.0,-0.86,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20120117,20120123,-72.009,-39.942,1918.0,-1.86,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20121111,20121208,-72.015,-39.947,1919.0,0.02,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20121027,20121111,-72.015,-39.947,1919.0,0.01,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20120922,20121027,-72.015,-39.947,1919.0,0.31,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20120824,20120922,-72.015,-39.947,1919.0,0.26,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20120726,20120824,-72.015,-39.947,1919.0,0.52,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20120523,20120625,-72.015,-39.947,1919.0,0.9,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20120421,20120523,-72.015,-39.947,1919.0,0.06,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20120402,20120421,-72.015,-39.947,1919.0,-0.27,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20120307,20120402,-72.015,-39.947,1919.0,-1.41,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20120117,20120123,-72.015,-39.947,1919.0,-1.6,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20121111,20121208,-72.019,-39.951,1917.0,-0.27,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20121027,20121111,-72.019,-39.951,1917.0,-0.07,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20120922,20121027,-72.019,-39.951,1917.0,0.32,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20120824,20120922,-72.019,-39.951,1917.0,0.35,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20120726,20120824,-72.019,-39.951,1917.0,0.43,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20120523,20120625,-72.019,-39.951,1917.0,0.52,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20120421,20120523,-72.019,-39.951,1917.0,0.05,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20120210,20120307,-72.019,-39.951,1917.0,-1.67,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20120117,20120123,-72.019,-39.951,1917.0,-1.77,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20121027,20121111,-72.011,-39.952,1817.0,-0.21,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20120922,20121027,-72.011,-39.952,1817.0,0.15,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20120824,20120922,-72.011,-39.952,1817.0,0.25,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20120726,20120824,-72.011,-39.952,1817.0,0.22,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B11,20121111,20121208,-72.001,-39.945,1811.0,-0.51,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B11,20121027,20121111,-72.001,-39.945,1811.0,-0.22,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B11,20120922,20121027,-72.001,-39.945,1811.0,-0.03,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B11,20120824,20120922,-72.001,-39.945,1811.0,0.31,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B11,20120726,20120824,-72.001,-39.945,1811.0,0.38,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B11,20120625,20120726,-72.001,-39.945,1811.0,0.44,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B11,20120523,20120625,-72.001,-39.945,1811.0,0.44,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B11,20120421,20120523,-72.001,-39.945,1811.0,0.03,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B11,20120402,20120421,-72.001,-39.945,1811.0,-0.66,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B11,20120307,20120402,-72.001,-39.945,1811.0,-1.27,2012,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B10,20121111,20121208,-72.008,-39.949,1881.0,-0.1,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B10,20120922,20121027,-72.008,-39.949,1881.0,-0.14,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B10,20120824,20120922,-72.008,-39.949,1881.0,0.1,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B10,20120726,20120824,-72.008,-39.949,1881.0,0.37,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B10,20120625,20120726,-72.008,-39.949,1881.0,0.5,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B10,20120307,20120402,-72.008,-39.949,1881.0,-1.13,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B1,20121111,20121208,-72.027,-39.932,2392.0,0.13,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B1,20121027,20121111,-72.027,-39.932,2392.0,0.03,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B1,20120922,20121027,-72.027,-39.932,2392.0,0.03,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B1,20120824,20120922,-72.027,-39.932,2392.0,0.22,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B1,20120726,20120824,-72.027,-39.932,2392.0,0.21,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B1,20120402,20120421,-72.027,-39.932,2392.0,0.08,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B1,20120307,20120402,-72.027,-39.932,2392.0,-0.69,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B1,20120210,20120307,-72.027,-39.932,2392.0,-0.66,2012,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B1,20130322,20130428,-72.027,-39.932,2392.0,-0.59,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B10,20121208,20130103,-72.008,-39.949,1881.0,-0.24,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B10,20130103,20130205,-72.008,-39.949,1881.0,-1.68,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B10,20130205,20130302,-72.008,-39.949,1881.0,-1.53,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B10,20130302,20130322,-72.008,-39.949,1881.0,-0.41,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B10,20130322,20130428,-72.008,-39.949,1881.0,-1.55,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B11,20121208,20130103,-72.001,-39.945,1811.0,-0.29,2013,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B11,20130302,20130322,-72.001,-39.945,1811.0,-0.73,2013,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B11,20130322,20130428,-72.001,-39.945,1811.0,-1.4,2013,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B12,20121208,20130103,-72.011,-39.952,1817.0,-0.31,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20130103,20130205,-72.011,-39.952,1817.0,-2.07,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20130205,20130302,-72.011,-39.952,1817.0,-2.11,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20130322,20130428,-72.011,-39.952,1817.0,-1.13,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20121208,20130103,-72.019,-39.951,1917.0,-0.19,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20130205,20130302,-72.019,-39.951,1917.0,-0.92,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20130302,20130322,-72.019,-39.951,1917.0,-0.57,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20130322,20130428,-72.019,-39.951,1917.0,-1.04,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20121208,20130103,-72.015,-39.947,1919.0,0.11,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20130103,20130205,-72.015,-39.947,1919.0,-1.53,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20130205,20130302,-72.015,-39.947,1919.0,-1.07,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20130302,20130322,-72.015,-39.947,1919.0,-0.39,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20130322,20130428,-72.015,-39.947,1919.0,-1.15,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20121208,20130103,-72.009,-39.942,1918.0,-0.19,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20130302,20130322,-72.009,-39.942,1918.0,-0.41,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B9,20130322,20130428,-71.997,-39.946,1687.0,-1.33,2013,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B9,20130302,20130322,-71.997,-39.946,1687.0,-0.68,2013,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B9,20121208,20130103,-71.997,-39.946,1687.0,-2.07,2013,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B8,20130322,20130428,-72.004,-39.945,1887.0,-1.23,2013,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B8,20130302,20130322,-72.004,-39.945,1887.0,-0.49,2013,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B8,20121208,20130103,-72.004,-39.945,1887.0,-0.41,2013,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B2,20121208,20130103,-72.028,-39.931,2392.0,0.22,2013,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B19,20130322,20130428,-72.03,-39.942,2022.0,-0.34,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B19,20130302,20130322,-72.03,-39.942,2022.0,-0.12,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B19,20130205,20130302,-72.03,-39.942,2022.0,-0.31,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B19,20121208,20130103,-72.03,-39.942,2022.0,0.09,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20130322,20130428,-72.019,-39.943,1982.0,-0.95,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20130302,20130322,-72.019,-39.943,1982.0,-0.54,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20121208,20130103,-72.019,-39.943,1982.0,0.08,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20130322,20130428,-72.014,-39.936,2032.0,-0.74,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20130302,20130322,-72.014,-39.936,2032.0,-0.54,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20121208,20130103,-72.014,-39.936,2032.0,0.26,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20130322,20130428,-72.009,-39.942,1918.0,-0.66,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B1,20121208,20130103,-72.027,-39.932,2392.0,0.15,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B1,20130302,20130322,-72.027,-39.932,2392.0,-0.16,2013,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20150514,20160429,-72.019,-39.951,1917.0,-2.18,2016,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B8,20150514,20160429,-72.004,-39.945,1887.0,-3.48,2016,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B2,20150514,20160429,-72.028,-39.931,2392.0,0.11,2016,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B19,20150514,20160429,-72.03,-39.942,2022.0,0.01,2016,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20150514,20160429,-72.015,-39.947,1919.0,-1.35,2016,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20150514,20160429,-72.009,-39.942,1918.0,-2.1,2016,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20150514,20160429,-72.014,-39.936,2032.0,-0.5,2016,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B1,20150514,20160429,-72.027,-39.932,2392.0,-0.15,2016,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20150514,20160429,-72.019,-39.943,1982.0,-0.28,2016,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B10,20150514,20160429,-72.008,-39.949,1881.0,-2.49,2016,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B11,20150514,20160429,-72.001,-39.945,1811.0,-2.82,2016,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B12,20150514,20160429,-72.011,-39.952,1817.0,-4.7,2016,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B1,20160429,20170412,-72.027,-39.932,2392.0,-0.64,2017,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B8,20160429,20170412,-72.004,-39.945,1887.0,-4.13,2017,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B2,20160429,20170412,-72.028,-39.931,2392.0,0.08,2017,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B19,20160429,20170412,-72.03,-39.942,2022.0,-0.86,2017,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20160429,20170412,-72.019,-39.943,1982.0,-1.85,2017,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20160429,20170412,-72.014,-39.936,2032.0,-1.63,2017,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20160429,20170412,-72.009,-39.942,1918.0,-3.45,2017,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20160429,20170412,-72.015,-39.947,1919.0,-1.82,2017,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20160429,20170412,-72.019,-39.951,1917.0,-3.85,2017,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20160429,20170412,-72.011,-39.952,1817.0,-6.33,2017,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B11,20160429,20170412,-72.001,-39.945,1811.0,-4.03,2017,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B10,20160429,20170412,-72.008,-39.949,1881.0,-4.97,2017,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B1,20170412,20180503,-72.027,-39.932,2392.0,0.27,2018,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B8,20170412,20180503,-72.004,-39.945,1887.0,-2.0,2018,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B2,20170412,20180503,-72.028,-39.931,2392.0,0.45,2018,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B19,20170412,20180503,-72.03,-39.942,2022.0,1.2,2018,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20170412,20180503,-72.019,-39.943,1982.0,-0.12,2018,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20170412,20180503,-72.014,-39.936,2032.0,0.41,2018,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20170412,20180503,-72.009,-39.942,1918.0,-0.97,2018,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20170412,20180503,-72.015,-39.947,1919.0,0.59,2018,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20170412,20180503,-72.019,-39.951,1917.0,-1.28,2018,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20170412,20180503,-72.011,-39.952,1817.0,-2.45,2018,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B11,20170412,20180503,-72.001,-39.945,1811.0,-1.79,2018,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B10,20170412,20180503,-72.008,-39.949,1881.0,-1.78,2018,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B1,20180503,20190505,-72.027,-39.932,2392.0,0.02,2019,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B8,20180503,20190505,-72.004,-39.945,1887.0,-0.62,2019,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B2,20180503,20190505,-72.028,-39.931,2392.0,0.34,2019,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B19,20180503,20190505,-72.03,-39.942,2022.0,0.52,2019,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20180503,20190505,-72.019,-39.943,1982.0,0.3,2019,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20180503,20190505,-72.014,-39.936,2032.0,0.26,2019,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20180503,20190505,-72.009,-39.942,1918.0,-0.45,2019,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20180503,20190505,-72.015,-39.947,1919.0,0.31,2019,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20180503,20190505,-72.019,-39.951,1917.0,-0.45,2019,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20180503,20190505,-72.011,-39.952,1817.0,-0.61,2019,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B11,20180503,20190505,-72.001,-39.945,1811.0,-0.53,2019,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B10,20180503,20190505,-72.008,-39.949,1881.0,-0.31,2019,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B8,20210104,20210424,-72.004,-39.945,1887.0,-4.39,2021,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B10,20210104,20210424,-72.008,-39.949,1881.0,-4.53,2021,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B11,20210104,20210424,-72.001,-39.945,1811.0,-4.65,2021,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B12,20210104,20210424,-72.011,-39.952,1817.0,-6.24,2021,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B13,20210104,20210424,-72.019,-39.951,1917.0,-3.62,2021,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20210104,20210424,-72.015,-39.947,1919.0,-3.08,2021,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20210104,20210424,-72.009,-39.942,1918.0,-3.18,2021,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B17,20210104,20210424,-72.014,-39.936,2032.0,-3.6,2021,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20210104,20210424,-72.019,-39.943,1982.0,-4.0,2021,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B19,20210104,20210424,-72.03,-39.942,2022.0,-3.3,2021,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B8,20211115,20220415,-72.004,-39.945,1887.0,-6.84,2022,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B10,20211115,20220415,-72.008,-39.949,1881.0,-7.71,2022,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20211115,20220415,-72.011,-39.952,1817.0,-8.8,2022,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20211115,20220415,-72.015,-39.947,1919.0,-5.54,2022,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20211115,20220415,-72.009,-39.942,1918.0,-5.62,2022,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20211115,20220415,-72.019,-39.943,1982.0,-5.62,2022,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B19,20211115,20220415,-72.03,-39.942,2022.0,-3.83,2022,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B12,20221126,20230415,-72.011,-39.952,1817.0,-10.13,2023,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B15,20221126,20230415,-72.009,-39.942,1918.0,-6.82,2023,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B19,20221126,20230415,-72.03,-39.942,2022.0,-5.04,2023,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B11,20231020,20240301,-72.001,-39.945,1811.0,-3.19,2024,RGI60-17.12442,1.6653392314910889,0.3596237897872925
B12,20231020,20240301,-72.011,-39.953,1764.0,-6.27,2024,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B14,20231020,20240301,-72.016,-39.947,1913.0,-2.6,2024,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B18,20231020,20240301,-72.019,-39.943,1977.0,-2.59,2024,RGI60-17.12440,0.8541885614395142,0.12113004177808762
B19,20231020,20240301,-72.03,-39.942,2023.0,-2.25,2024,RGI60-17.12440,0.8541885614395142,0.12113004177808762
1,20130901,20140401,-70.12961259,-33.57630346,3850.338,-2.925,2014,RGI60-17.13715,4.559776306152344,0.5372689366340637
2,20130901,20140401,-70.13017634,-33.57677985,3824.771,-8.778,2014,RGI60-17.13715,4.559776306152344,0.5372689366340637
3,20130901,20140401,-70.13242481,-33.57697086,3802.967,-4.8,2014,RGI60-17.13715,4.559776306152344,0.5372689366340637
4,20130901,20140401,-70.13148002,-33.57740766,3786.349,-5.72,2014,RGI60-17.13715,4.559776306152344,0.5372689366340637
5,20130901,20140401,-70.13173303,-33.57826136,3761.444,-4.396,2014,RGI60-17.13715,4.559776306152344,0.5372689366340637
6,20130901,20140401,-70.13246143,-33.57830448,3762.781,-5.675,2014,RGI60-17.13715,4.559776306152344,0.5372689366340637
7,20130901,20140401,-70.1343336,-33.58006845,3746.797,-11.627,2014,RGI60-17.13715,4.559776306152344,0.5372689366340637
8,20130901,20140401,-70.13378036,-33.580354,3728.489,-7.148,2014,RGI60-17.13715,4.559776306152344,0.5372689366340637
9,20130901,20140401,-70.13340026,-33.58068438,3716.506,-10.028,2014,RGI60-17.13715,4.559776306152344,0.5372689366340637
10,20130901,20140401,-70.13454529,-33.58090362,3719.868,-7.668,2014,RGI60-17.13715,4.559776306152344,0.5372689366340637
11,20130901,20140401,-70.13607858,-33.58126012,3756.149,-10.129,2014,RGI60-17.13715,4.559776306152344,0.5372689366340637
12,20130901,20140401,-70.13512823,-33.58165747,3714.397,-9.979,2014,RGI60-17.13715,4.559776306152344,0.5372689366340637
13,20130901,20140401,-70.13446247,-33.58201101,3696.262,-8.228,2014,RGI60-17.13715,4.559776306152344,0.5372689366340637
14,20130901,20140401,-70.13674553,-33.58202485,3750.329,-8.589,2014,RGI60-17.13715,4.559776306152344,0.5372689366340637
15,20130901,20140401,-70.13556409,-33.58239343,3714.406,-7.795,2014,RGI60-17.13715,4.559776306152344,0.5372689366340637
16,20130901,20140401,-70.13481311,-33.5830813,3688.935,-6.69,2014,RGI60-17.13715,4.559776306152344,0.5372689366340637
17,20130901,20140401,-70.13384034,-33.58403191,3658.863,-6.699,2014,RGI60-17.13715,4.559776306152344,0.5372689366340637
1,20140401,20150331,-70.12969442,-33.57634006,3844.041,-5.855,2015,RGI60-17.13715,4.559776306152344,0.5372689366340637
3,20140401,20150331,-70.13246094,-33.57699702,3799.622,-7.209,2015,RGI60-17.13715,4.559776306152344,0.5372689366340637
4,20140401,20150331,-70.13152342,-33.57747185,3780.967,-5.78,2015,RGI60-17.13715,4.559776306152344,0.5372689366340637
6,20140401,20150331,-70.13243398,-33.5782894,3760.769,-6.586,2015,RGI60-17.13715,4.559776306152344,0.5372689366340637
7,20140401,20150331,-70.13438853,-33.57995667,3750.048,-6.416,2015,RGI60-17.13715,4.559776306152344,0.5372689366340637
8,20140401,20150331,-70.13376953,-33.58028469,3726.306,-6.661,2015,RGI60-17.13715,4.559776306152344,0.5372689366340637
9,20140401,20150331,-70.13344972,-33.58068391,3713.174,-6.895,2015,RGI60-17.13715,4.559776306152344,0.5372689366340637
11,20140401,20150331,-70.13447024,-33.58194076,3693.738,-7.11,2015,RGI60-17.13715,4.559776306152344,0.5372689366340637
12,20140401,20150331,-70.13515392,-33.58160364,3711.623,-8.148,2015,RGI60-17.13715,4.559776306152344,0.5372689366340637
13,20140401,20150331,-70.13610758,-33.58119637,3757.46,-7.931,2015,RGI60-17.13715,4.559776306152344,0.5372689366340637
14,20140401,20150331,-70.13680031,-33.58198404,3750.852,-8.13,2015,RGI60-17.13715,4.559776306152344,0.5372689366340637
15,20140401,20150331,-70.13556614,-33.58245886,3709.684,-8.425,2015,RGI60-17.13715,4.559776306152344,0.5372689366340637
16,20140401,20150331,-70.13484106,-33.58313039,3684.823,-7.177,2015,RGI60-17.13715,4.559776306152344,0.5372689366340637
1,20150915,20160322,-70.12966934,-33.57632516,3845.052,-4.924,2016,RGI60-17.13715,4.559776306152344,0.5372689366340637
3,20150915,20160322,-70.13242123,-33.576961,3801.451,-5.703,2016,RGI60-17.13715,4.559776306152344,0.5372689366340637
4,20150915,20160322,-70.13151188,-33.57746747,3779.991,-4.738,2016,RGI60-17.13715,4.559776306152344,0.5372689366340637
6,20150915,20160322,-70.13241915,-33.57827479,3761.41,-5.799,2016,RGI60-17.13715,4.559776306152344,0.5372689366340637
7,20150915,20160322,-70.13434388,-33.57994071,3748.157,-7.15,2016,RGI60-17.13715,4.559776306152344,0.5372689366340637
8,20150915,20160322,-70.13384944,-33.5802007,3729.626,-6.872,2016,RGI60-17.13715,4.559776306152344,0.5372689366340637
9,20151115,20160322,-70.13351517,-33.58062453,3715.67,-5.455,2016,RGI60-17.13715,4.559776306152344,0.5372689366340637
11,20151115,20160322,-70.13449106,-33.58191968,3694.051,-5.875,2016,RGI60-17.13715,4.559776306152344,0.5372689366340637
12,20151115,20160322,-70.13521665,-33.58162857,3712.959,-6.664,2016,RGI60-17.13715,4.559776306152344,0.5372689366340637
15,20151115,20160322,-70.13555084,-33.58245319,3708.936,-6.536,2016,RGI60-17.13715,4.559776306152344,0.5372689366340637
16,20151115,20160322,-70.13486082,-33.5831684,3683.181,-5.662,2016,RGI60-17.13715,4.559776306152344,0.5372689366340637
1,20161028,20170328,-70.12966939,-33.57632472,3844.785,-5.329,2017,RGI60-17.13715,4.559776306152344,0.5372689366340637
4,20161028,20170328,-70.13151291,-33.57749821,3778.304,-5.005,2017,RGI60-17.13715,4.559776306152344,0.5372689366340637
6,20161028,20170328,-70.13240392,-33.57830318,3759.404,-5.671,2017,RGI60-17.13715,4.559776306152344,0.5372689366340637
8,20161028,20170328,-70.13375291,-33.58030357,3725.449,-7.075,2017,RGI60-17.13715,4.559776306152344,0.5372689366340637
12,20161028,20170328,-70.13513193,-33.58156504,3710.377,-7.141,2017,RGI60-17.13715,4.559776306152344,0.5372689366340637
16,20161028,20170328,-70.13487325,-33.58311312,3682.916,-6.563,2017,RGI60-17.13715,4.559776306152344,0.5372689366340637
1,20170926,20180131,-70.12966909,-33.57631245,3849.383,-4.95,2018,RGI60-17.13715,4.559776306152344,0.5372689366340637
4,20170926,20180131,-70.13153028,-33.57749919,3781.053,-3.53,2018,RGI60-17.13715,4.559776306152344,0.5372689366340637
8,20170926,20180131,-70.13375133,-33.58031872,3728.167,-4.33,2018,RGI60-17.13715,4.559776306152344,0.5372689366340637
5,20180322,20190329,-70.132,-33.578,3775.613,-2.32,2019,RGI60-17.13715,4.559776306152344,0.5372689366340637
8,20180322,20190329,-70.134,-33.58,3715.798,-3.01,2019,RGI60-17.13715,4.559776306152344,0.5372689366340637
